State,County,Deaths,Food Environment Index,National Z-Score,% Children in Poverty,95% CI - Low,95% CI - High,National Z-Score,% Children in Poverty (AIAN),% Children in Poverty (Asian),% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),% Adults with Diabetes,95% CI - Low,95% CI - High,% Adults with Obesity,95% CI - Low,95% CI - High,# Limited Access to Healthy Foods,% Limited Access to Healthy Foods,# Food Insecure,% Food Insecure,Segregation Index,Population,Population Size,,,,,Population,
Arkansas,Cleveland,192,6.9,0.49,21,13,29,0.22,,,93,,9,13,12,15,41,33,49,662,8,1320,18,12,7378,Small,,,,,,
Arkansas,Clay,337,6.2,1.09,22,14,31,0.41,,,,,,13,11,15,38,31,46,1142,7,3010,21,,14201,Small,,,,,,
Arkansas,Carroll,598,7,0.41,19,12,27,0.05,,48,,25,11,13,11,15,36,28,44,1881,7,4940,17,,28814,Small,,,,,,
Arkansas,Van Buren,390,6.1,1.18,24,15,33,0.59,,,,66,18,13,11,15,37,29,45,1164,7,3380,21,,16142,Small,,,,,,
Arkansas,Benton,3383,7.7,-0.19,9,6,12,-1.24,31,13,6,19,7,11,10,13,34,30,39,14805,7,40000,14,49,311013,Large,,,,,,
Arkansas,Greene,914,6.4,0.92,19,13,26,0.01,,,,45,18,13,11,14,38,31,45,2799,7,9150,20,64,46743,Small,,,,,,
Arkansas,Cleburne,538,6.7,0.66,21,13,28,0.2,,,,28,19,12,10,13,37,30,44,1719,7,4720,19,68,25445,Small,,,,,,
Arkansas,Independence,775,6.4,0.92,18,12,25,-0.11,,,,51,25,13,11,14,40,33,47,2234,6,7650,20,54,38320,Small,,,,,,
Arkansas,Fulton,316,6.7,0.66,25,15,35,0.73,,,,,,14,12,16,39,31,47,727,6,2320,19,,12421,Small,,,,,,
Arkansas,Baxter,993,6.6,0.75,21,15,27,0.2,,,58,18,18,12,10,13,41,34,49,2333,6,8220,20,67,42875,Small,,,,,,
Arkansas,Sebastian,2550,6.6,0.75,18,12,24,-0.16,,24,31,33,13,13,12,15,36,30,42,6906,5,25120,20,53,129098,Large,,,,,,
Arkansas,Perry,214,6.7,0.66,21,13,29,0.23,,,,28,16,12,11,14,38,30,46,554,5,1940,19,40,10184,Small,,,,,,
Arkansas,Washington,3085,7.3,0.15,14,9,18,-0.68,1,22,25,23,9,12,10,13,34,29,38,10768,5,41070,17,52,261549,Large,,,,,,
Arkansas,Lonoke,1284,7.4,0.07,12,7,16,-0.89,,58,44,31,12,12,10,14,38,32,45,3621,5,12050,16,41,75944,Small,,,,,,
Arkansas,Woodruff,157,7.3,0.15,35,21,49,1.95,,,46,,20,14,13,16,41,33,50,234,3,1100,18,15,5964,Small,,,,,,
Arkansas,Marion,457,6.6,0.75,26,17,35,0.86,,,,11,22,12,11,14,37,30,45,534,3,3480,21,,17514,Small,,,,,,
Arkansas,Prairie,209,7.6,-0.1,22,14,31,0.42,,,5,,3,12,11,14,38,30,47,188,2,1370,17,21,8036,Small,,,,,,
Arkansas,Franklin,385,6.6,0.75,24,17,31,0.58,40,,,14,29,13,11,15,40,32,48,342,2,3650,21,,17468,Small,,,,,,
Arkansas,Little River,292,7.9,-0.36,25,16,34,0.78,,,89,,13,13,11,15,39,31,48,130,1,1890,16,49,11805,Small,,,,,,
Arkansas,Izard,323,6.6,0.75,24,15,33,0.6,,,,30,22,12,10,14,37,30,45,44,0,3050,22,,14169,Small,,,,,,
California,Sierra,,6.2,1.09,15,9,20,-0.52,,,,,,9,8,10,31,24,40,804,25,370,13,,3200,Small,,,,,,
California,Mono,109,7.5,-0.02,11,7,15,-1.03,,,,31,2,9,8,10,29,22,37,2448,17,1370,10,,13066,Small,,,,,,
California,Modoc,183,6.4,0.92,28,18,38,1.13,16,,,24,33,10,8,11,30,23,38,1664,17,1310,15,,8500,Small,,,,,,
California,Alpine,,7.1,0.32,27,17,37,0.96,40,,,27,,9,8,10,30,23,38,197,17,190,12,,1141,Small,,,,,,
California,Del Norte,597,6.8,0.58,21,12,30,0.24,15,,,21,13,11,10,13,34,26,42,4133,14,4000,15,62,26589,Small,,,,,,
California,Colusa,236,6.8,0.58,14,9,20,-0.6,,,,12,20,12,10,13,32,25,40,2647,12,3400,16,55,22037,Small,,,,,,
California,Siskiyou,1036,6.9,0.49,22,15,28,0.32,31,39,30,15,20,10,8,11,33,26,40,5111,11,6810,16,56,42905,Small,,,,,,
California,Yuba,1328,7.2,0.24,20,15,25,0.12,26,25,38,23,19,11,10,13,33,26,40,7852,11,11830,15,37,85722,Small,,,,,,
California,Tehama,1273,7.1,0.32,21,14,27,0.21,7,1,,27,16,10,9,12,33,25,41,6325,10,9940,15,81,64896,Small,,,,,,
California,Lassen,567,7.5,-0.02,17,11,23,-0.22,26,21,,14,16,11,9,12,33,26,41,3246,9,4370,14,50,28861,Small,,,,,,
California,Glenn,459,7.5,-0.02,15,9,22,-0.48,4,,,15,17,11,10,13,34,27,42,2459,9,4050,14,,28129,Small,,,,,,
California,Nevada,1369,8.2,-0.61,13,9,17,-0.77,9,,,17,10,9,8,10,30,23,37,8507,9,11340,11,85,102037,Large,,,,,,
California,San Bernardino,31978,7.9,-0.36,17,15,20,-0.2,19,14,35,19,10,12,11,14,35,31,40,173574,9,265220,12,45,2195611,Large,,,,,,
California,Sutter,1350,7.5,-0.02,19,14,24,0.02,17,20,58,27,11,12,10,13,32,25,40,7709,8,14180,14,42,97948,Small,,,,,,
California,Kern,13895,7.2,0.24,25,22,28,0.71,23,13,38,29,16,13,11,15,36,30,41,65742,8,144060,16,53,913820,Large,,,,,,
California,Inyo,350,7.9,-0.36,14,9,20,-0.6,15,75,,11,1,9,8,11,30,23,38,1441,8,2440,13,76,18527,Small,,,,,,
California,Merced,3651,7.1,0.32,23,18,27,0.45,28,25,54,26,17,14,12,16,35,28,42,19726,8,46740,17,51,291920,Large,,,,,,
California,Trinity,300,7.2,0.24,30,18,41,1.29,,,,21,20,10,8,11,32,25,41,1057,8,2560,16,,15670,Small,,,,,,
California,Imperial,2525,6.1,1.18,22,16,29,0.38,26,7,10,26,19,15,13,17,39,31,46,13349,8,37760,21,56,179057,Large,,,,,,
California,Riverside,31860,8.3,-0.7,14,12,16,-0.61,20,10,18,16,8,11,9,12,34,30,38,152519,7,269660,11,44,2492442,Large,,,,,,
California,Shasta,3582,7.7,-0.19,16,11,21,-0.37,20,16,18,18,11,9,8,11,29,23,35,12257,7,25280,14,67,180366,Large,,,,,,
California,Kings,1854,7.5,-0.02,20,15,26,0.16,41,13,44,28,9,13,11,15,32,25,39,10438,7,22970,15,40,152682,Large,,,,,,
California,Butte,3463,7.6,-0.1,21,17,25,0.22,17,36,37,28,12,10,8,11,32,25,38,14192,6,31210,15,69,207172,Large,,,,,,
California,Tuolumne,1074,7.9,-0.36,14,8,19,-0.67,9,15,,16,8,9,8,10,31,24,38,3411,6,7360,13,54,54204,Small,,,,,,
California,Calaveras,827,8,-0.44,16,10,21,-0.43,38,42,,17,14,9,8,11,29,23,36,2730,6,5980,13,84,46565,Small,,,,,,
California,Mendocino,1545,7.6,-0.1,19,12,26,-0.03,32,9,22,20,15,10,9,11,29,23,37,5202,6,13760,15,70,89108,Small,,,,,,
California,Madera,2156,7.5,-0.02,24,19,29,0.64,40,25,9,32,12,13,11,15,35,28,43,8175,5,24880,16,56,162858,Large,,,,,,
California,Santa Cruz,2546,8.4,-0.79,14,10,18,-0.62,22,7,,16,5,9,8,10,29,24,36,14218,5,31230,12,71,261547,Large,,,,,,
California,Fresno,13462,7.4,0.07,23,20,26,0.53,30,23,39,29,11,13,11,15,39,34,45,49773,5,163290,16,48,1017162,Large,,,,,,
California,Placer,4004,9,-1.3,6,4,8,-1.6,5,3,12,11,6,9,7,10,26,21,31,17793,5,36350,9,54,423561,Large,,,,,,
California,Monterey,4060,8.1,-0.53,20,17,24,0.17,8,12,16,21,5,11,10,13,33,27,39,21089,5,56940,13,57,430723,Large,,,,,,
California,Tulare,6309,7.3,0.15,23,20,27,0.52,25,19,28,27,14,13,12,15,38,32,45,21739,5,78780,17,58,479468,Large,,,,,,
California,Humboldt,2413,7.6,-0.1,19,12,25,-0.06,40,29,,22,13,10,8,11,33,27,40,6112,5,21520,16,67,133985,Large,,,,,,
California,San Joaquin,10714,8.2,-0.61,16,13,19,-0.35,8,13,22,19,12,12,10,13,34,29,39,31081,5,98860,13,53,800965,Large,,,,,,
California,El Dorado,2293,8.9,-1.21,8,5,11,-1.39,3,1,7,20,6,8,7,9,25,20,31,7710,4,19020,10,67,192215,Large,,,,,,
California,Sacramento,19868,8.5,-0.87,14,11,16,-0.66,18,19,25,18,9,11,9,12,34,30,39,59972,4,186690,12,47,1584288,Large,,,,,,
California,San Luis Obispo,3129,8.7,-1.04,12,8,15,-0.89,25,11,,20,7,8,7,10,28,22,34,10932,4,30120,11,64,281639,Large,,,,,,
California,Solano,5646,8.9,-1.21,12,9,15,-0.89,8,7,26,15,5,11,10,13,33,27,39,15627,4,45290,10,43,449218,Large,,,,,,
California,Stanislaus,8063,8.2,-0.61,16,13,19,-0.39,9,21,21,20,11,11,10,13,35,29,41,17334,3,74860,14,48,551430,Large,,,,,,
California,Yolo,1969,8.5,-0.87,12,8,15,-0.92,8,10,22,16,7,11,9,12,29,23,35,5793,3,26620,12,46,220544,Large,,,,,,
California,Santa Barbara,4065,8.6,-0.96,17,14,20,-0.25,33,7,1,20,5,10,9,12,32,26,38,12215,3,52630,12,55,441257,Large,,,,,,
California,Contra Costa,11044,9.2,-1.47,10,8,12,-1.1,9,7,17,14,5,10,8,11,28,24,33,30080,3,107300,9,58,1155025,Large,,,,,,
California,San Diego,32532,8.8,-1.13,12,10,13,-0.92,17,7,25,16,8,9,8,11,25,22,29,85525,3,358890,11,53,3269973,Large,,,,,,
California,San Benito,652,8.9,-1.21,11,7,14,-1.02,,11,,13,5,10,9,12,29,23,36,1491,3,6840,11,45,68175,Small,,,,,,
California,Napa,1339,9,-1.3,9,6,12,-1.2,63,6,13,13,5,10,8,11,29,22,36,3589,3,13740,10,67,133216,Large,,,,,,
California,Mariposa,314,8.1,-0.53,22,15,29,0.36,,,,27,14,10,8,11,32,25,40,477,3,2450,14,72,16919,Small,,,,,,
California,Sonoma,5434,8.9,-1.21,10,7,12,-1.18,24,14,19,12,5,8,7,10,28,23,34,12493,3,51320,11,55,481812,Large,,,,,,
California,Ventura,8046,9,-1.3,13,10,15,-0.77,40,3,10,17,6,10,9,12,29,24,34,19017,2,88360,11,52,829590,Large,,,,,,
California,Lake,1561,7.9,-0.36,22,14,29,0.32,25,,65,16,22,10,8,11,31,24,38,1222,2,10480,15,60,67878,Small,,,,,,
California,Los Angeles,111660,8.5,-0.87,18,17,19,-0.18,19,10,26,22,8,11,10,13,26,24,29,142660,1,1314070,13,60,9663345,Large,,,,,,
California,Marin,2075,9.5,-1.72,8,6,10,-1.35,22,8,35,19,3,7,6,8,24,18,29,2943,1,22650,9,57,254407,Large,,,,,,
California,Orange,28550,9.1,-1.38,11,9,13,-0.99,14,9,16,16,5,10,9,11,26,22,30,33752,1,330460,10,51,3135755,Large,,,,,,
California,Alameda,14838,9.3,-1.55,9,7,11,-1.24,10,5,25,13,4,9,8,11,19,16,23,16876,1,159150,10,53,1622188,Large,,,,,,
California,Plumas,364,8.5,-0.87,18,11,25,-0.1,,,,16,11,9,7,10,29,22,37,214,1,2620,13,72,19131,Small,,,,,,
California,Santa Clara,13161,9.5,-1.72,7,6,9,-1.44,11,4,11,11,3,10,9,11,22,19,26,17215,1,168960,9,51,1877592,Large,,,,,,
California,San Mateo,5458,9.6,-1.81,7,5,9,-1.47,20,5,3,11,3,9,8,10,21,17,26,6605,1,63940,9,58,726353,Large,,,,,,
California,San Francisco,8262,9,-1.3,11,8,14,-1.02,46,7,23,14,2,9,8,10,18,14,21,2436,0,95450,11,62,808988,Large,,,,,,
California,Amador,710,9.1,-1.38,14,9,19,-0.63,2,,,2,5,9,8,10,27,21,34,36,0,4510,11,64,41811,Small,,,,,,
Colorado,Costilla,93,1.2,3,37,22,52,2.25,,,,39,15,13,11,14,34,26,42,2043,58,690,20,,3628,Small,,,,,,
Colorado,Dolores,,4.8,2.28,16,10,23,-0.36,,,,,,8,7,9,27,20,35,770,37,300,13,,2513,Small,,,,,,
Colorado,Kiowa,,5.1,2.03,18,11,25,-0.1,,,,,,9,8,10,30,27,34,498,36,170,12,,1384,Small,,,,,,
Colorado,San Juan,,5.2,,20,12,28,,,,,,,8,7,9,27,21,34,203,29,100,15,,802,Small,,,,,,
Colorado,Lake,85,6.8,0.58,16,10,23,-0.34,,,,,,7,6,9,26,20,34,1671,23,790,11,,7365,Small,,,,,,
Colorado,Pueblo,3639,6.2,1.09,17,11,23,-0.21,40,7,37,25,11,10,9,11,31,26,37,27276,17,27070,16,53,169422,Large,,,,,,
Colorado,Saguache,123,6.6,0.75,30,17,43,1.39,53,,,34,8,10,9,12,30,23,38,961,16,970,15,58,6688,Small,,,,,,
Colorado,Moffat,224,6.9,0.49,14,8,20,-0.63,,,,6,11,9,8,10,30,23,37,2028,15,1880,14,,13327,Small,,,,,,
Colorado,Washington,98,7.6,-0.1,18,11,25,-0.14,,,,14,4,8,7,10,27,20,34,672,14,550,11,,4855,Small,,,,,,
Colorado,Fremont,935,6.8,0.58,20,14,27,0.16,,,,13,18,9,8,11,29,23,36,6271,13,7530,15,71,50318,Small,,,,,,
Colorado,Las Animas,347,6.3,1.01,24,14,34,0.6,53,,,35,7,11,9,12,32,25,40,1958,13,2580,18,,14348,Small,,,,,,
Colorado,Prowers,249,6.8,0.58,25,15,34,0.71,,,,22,14,10,9,12,32,25,40,1584,13,1870,16,,11751,Small,,,,,,
Colorado,Alamosa,273,6.9,0.49,26,17,35,0.86,,,,25,15,11,9,12,32,25,40,1942,13,2460,15,33,16655,Small,,,,,,
Colorado,Huerfano,195,6.2,1.09,31,18,43,1.43,,,,49,11,10,8,11,29,22,36,803,12,1270,18,,7055,Small,,,,,,
Colorado,Park,261,8.3,-0.7,11,7,15,-0.99,,,,,,7,6,8,25,19,32,1761,11,1670,10,51,18117,Small,,,,,,
Colorado,Archuleta,186,7.8,-0.27,18,11,25,-0.13,18,,,13,9,8,7,9,25,19,32,1294,11,1630,12,,14189,Small,,,,,,
Colorado,Baca,95,6.7,0.66,29,19,39,1.25,,,,,,10,9,11,31,24,39,390,10,600,17,,3344,Small,,,,,,
Colorado,Kit Carson,113,7.8,-0.27,16,9,23,-0.34,,,,1,9,8,7,10,30,23,38,772,9,880,13,,6994,Small,,,,,,
Colorado,Cheyenne,,8.1,-0.53,20,12,27,0.07,,,,,,8,7,9,28,21,35,164,9,190,11,,1727,Small,,,,,,
Colorado,Mesa,2398,7.8,-0.27,13,9,18,-0.69,25,,35,26,9,8,7,9,30,25,36,12976,9,20190,13,71,159681,Large,,,,,,
Colorado,Jackson,,7.2,,16,9,22,,,,,,,9,8,11,28,22,36,115,8,230,16,,1309,Small,,,,,,
Colorado,Logan,405,7.8,-0.27,16,9,22,-0.41,,15,,16,17,9,8,11,30,24,37,1797,8,2760,13,73,20619,Small,,,,,,
Colorado,Lincoln,73,7.9,-0.36,17,10,24,-0.22,,,,16,5,9,8,10,30,23,38,420,8,720,13,,5480,Small,,,,,,
Colorado,Montrose,618,7.9,-0.36,14,8,20,-0.58,,,,27,11,8,7,10,34,27,41,3160,8,5480,13,,44156,Small,,,,,,
Colorado,Montezuma,501,7.8,-0.27,22,13,30,0.31,38,,,8,9,9,8,10,30,24,38,1867,7,3560,14,72,26531,Small,,,,,,
Colorado,Elbert,306,9.2,-1.47,7,4,10,-1.48,,,,4,4,7,6,8,25,19,31,1619,7,1910,7,76,28806,Small,,,,,,
Colorado,El Paso,10008,8.3,-0.7,9,6,12,-1.26,24,5,11,17,8,8,7,9,28,25,32,40150,6,83680,12,47,744215,Large,,,,,,
Colorado,Custer,,8.5,-0.87,22,14,31,0.41,,,,,,8,7,9,27,20,34,268,6,520,11,,5534,Small,,,,,,
Colorado,Weld,3604,8.4,-0.79,10,7,13,-1.13,18,0,21,17,6,9,7,10,31,27,36,14953,6,37270,11,68,359442,Large,,,,,,
Colorado,Yuma,112,8.2,-0.61,16,10,23,-0.35,,,,41,6,9,8,10,28,22,35,582,6,1240,13,,9862,Small,,,,,,
Colorado,Morgan,458,8.2,-0.61,15,9,20,-0.51,17,,28,19,9,9,8,11,31,25,39,1495,5,3690,13,68,29524,Small,,,,,,
Colorado,Bent,117,6.7,0.66,27,17,38,1.04,,,,65,45,11,10,13,33,26,41,333,5,1080,20,,5681,Small,,,,,,
Colorado,Rio Grande,242,8.1,-0.53,25,17,32,0.68,,,,27,12,9,8,10,26,20,34,608,5,1510,13,,11188,Small,,,,,,
Colorado,Broomfield,594,8.9,-1.21,5,3,7,-1.72,,6,11,12,3,7,6,8,25,20,30,2817,5,6860,9,54,76860,Small,,,,,,
Colorado,Sedgwick,,7.5,-0.02,23,14,32,0.45,,,,35,13,9,8,11,30,23,38,120,5,380,16,,2299,Small,,,,,,
Colorado,Adams,6231,8.5,-0.87,13,10,16,-0.77,41,18,24,17,7,10,9,11,34,30,38,20911,5,60200,12,58,533365,Large,,,,,,
Colorado,Larimer,3463,8.6,-0.96,8,5,10,-1.4,8,5,25,13,7,7,6,8,21,18,25,14135,5,39900,11,65,370771,Large,,,,,,
Colorado,Eagle,314,8.8,-1.13,7,4,10,-1.45,,,,18,4,7,6,8,23,17,29,2459,5,5510,10,75,54381,Small,,,,,,
Colorado,Otero,447,6.8,0.58,27,18,36,0.99,78,,,61,13,12,10,14,32,25,39,870,5,3530,19,32,18136,Small,,,,,,
Colorado,Denver,8574,8.3,-0.7,14,10,18,-0.61,40,18,31,19,5,8,7,9,24,20,27,25554,4,88660,13,57,716577,Large,,,,,,
Colorado,La Plata,642,8.5,-0.87,13,9,17,-0.74,56,,,37,11,7,6,8,25,20,31,2145,4,6650,12,,56407,Small,,,,,,
Colorado,Hinsdale,,8.6,,17,10,24,,,,,,,7,6,8,26,19,33,34,4,100,11,,765,Small,,,,,,
Colorado,Garfield,594,8.8,-1.13,11,6,15,-1.05,,4,,15,5,8,7,9,27,21,33,2246,4,6550,11,77,62707,Small,,,,,,
Colorado,Delta,595,7.8,-0.27,18,11,25,-0.14,,,,20,21,9,7,10,29,23,35,1087,4,4720,15,75,31746,Small,,,,,,
Colorado,Jefferson,6744,8.9,-1.21,8,5,10,-1.42,1,8,27,15,4,7,6,8,25,22,29,18542,3,58370,10,64,576366,Large,,,,,,
Colorado,Mineral,,8.4,,17,10,24,,,,,,,7,6,8,27,20,34,24,3,100,12,,944,Small,,,,,,
Colorado,Conejos,152,7.9,-0.36,23,13,32,0.45,,,,15,14,11,10,13,31,23,38,269,3,1110,15,,7521,Small,,,,,,
Colorado,Teller,438,8.8,-1.13,12,7,17,-0.87,,,,2,8,7,6,8,27,21,33,753,3,2650,11,73,24617,Small,,,,,,
Colorado,Gunnison,125,8.9,-1.21,9,5,13,-1.23,,,,47,5,7,6,8,24,18,30,471,3,1770,10,,17321,Small,,,,,,
Colorado,Chaffee,256,8.4,-0.79,12,7,16,-0.93,,,,35,5,8,7,9,25,19,32,521,3,2460,13,,20617,Small,,,,,,
Colorado,Clear Creek,120,9,-1.3,11,7,16,-0.95,,,,,,7,6,8,26,19,33,255,3,960,10,59,9147,Small,,,,,,
Colorado,Boulder,2571,8.9,-1.21,8,5,10,-1.39,30,5,4,12,5,6,5,7,19,16,22,7671,3,34460,11,58,326831,Large,,,,,,
Colorado,Routt,203,9.1,-1.38,6,4,8,-1.62,,,,10,2,7,6,8,24,19,31,579,2,2400,10,,25064,Small,,,,,,
Colorado,Arapahoe,6859,9,-1.3,13,11,16,-0.72,25,11,24,15,5,8,7,9,26,22,29,12030,2,67430,10,49,656061,Large,,,,,,
Colorado,Rio Blanco,78,8.3,-0.7,11,7,16,-0.94,,,,,,8,7,9,28,21,35,138,2,880,14,,6569,Small,,,,,,
Colorado,San Miguel,,8.9,-1.21,8,5,12,-1.32,,,,18,3,7,6,8,25,19,32,147,2,880,11,,7868,Small,,,,,,
Colorado,Pitkin,92,8.9,-1.21,5,3,7,-1.69,,,,,,6,5,7,21,16,27,338,2,1860,11,,16640,Small,,,,,,
Colorado,Douglas,2439,9.6,-1.81,3,2,4,-1.97,,1,8,2,3,6,5,7,21,17,25,5567,2,27270,8,52,383906,Large,,,,,,
Colorado,Phillips,67,8.4,-0.79,16,10,23,-0.35,,,,30,7,9,8,11,31,23,39,73,2,600,13,,4476,Small,,,,,,
Colorado,Summit,171,9.4,-1.64,7,4,10,-1.46,,,,17,3,7,6,8,23,17,29,412,1,2830,9,,30465,Small,,,,,,
Colorado,Ouray,,9.1,-1.38,9,6,13,-1.2,,,,,,7,6,8,25,19,32,47,1,510,10,26,5176,Small,,,,,,
Colorado,Crowley,114,7.3,0.15,32,19,45,1.58,,,,31,13,12,10,14,33,26,42,33,1,1080,19,,5636,Small,,,,,,
Colorado,Grand,176,9.3,-1.55,9,6,13,-1.2,,,,9,2,7,6,8,25,19,32,39,0,1580,10,,15935,Small,,,,,,
Colorado,Gilpin,69,,-0.34,10,6,14,-1.15,,,,,,7,6,8,25,19,32,,,640,11,,5926,Small,,,,,,
Connecticut,New London,3671,,,,,,,,,,,,,,,,,,21046,8,,,,,Small,,,,,,
Connecticut,Tolland,1584,,,,,,,,,,,,,,,,,,9997,7,,,,,Small,,,,,,
Connecticut,Middlesex,1904,,,,,,,,,,,,,,,,,,9571,6,,,,,Small,,,,,,
Connecticut,New Haven,11394,,,,,,,,,,,,,,,,,,42048,5,,,,,Small,,,,,,
Connecticut,Hartford,11169,,,,,,,,,,,,,,,,,,32775,4,,,,,Small,,,,,,
Connecticut,Litchfield,2508,,,,,,,,,,,,,,,,,,6404,3,,,,,Small,,,,,,
Connecticut,Fairfield,8603,,,,,,,,,,,,,,,,,,27673,3,,,,,Small,,,,,,
Connecticut,Windham,1744,,,,,,,,,,,,,,,,,,3041,3,,,,,Small,,,,,,
Connecticut,Northeastern Connecticut,,,0,11,7,14,-1.05,,,41,9,12,8,8,9,33,29,37,,,12150,13,60,96692,Small,,,,,,
Connecticut,Northwest Hills,,,0,10,6,13,-1.15,,17,10,28,7,8,7,9,31,27,34,,,14270,13,64,113463,Large,,,,,,
Connecticut,Lower Connecticut River Valley,,,0,8,5,10,-1.41,,17,11,10,6,8,7,9,31,27,35,,,17950,10,64,176215,Large,,,,,,
Connecticut,Southeastern Connecticut,,,0,17,13,20,-0.31,33,7,21,30,9,9,8,10,33,29,37,,,37660,13,50,279634,Large,,,,,,
Connecticut,Greater Bridgeport,,,0,14,10,18,-0.64,3,17,24,37,4,9,8,10,29,25,33,,,48960,15,65,327651,Large,,,,,,
Connecticut,Naugatuck Valley,,,0,17,14,20,-0.24,19,9,30,24,6,9,8,10,31,28,34,,,61370,14,56,456128,Large,,,,,,
Connecticut,South Central Connecticut,,,0,17,13,20,-0.31,10,12,29,28,4,10,9,11,32,28,36,,,77120,14,62,568158,Large,,,,,,
Connecticut,Western Connecticut,,,0,9,7,11,-1.23,18,5,23,18,4,8,7,8,27,24,30,,,68750,11,57,623907,Large,,,,,,
Connecticut,Capitol,,,0,12,10,14,-0.88,35,9,20,26,5,9,9,10,32,29,36,,,127950,13,63,975328,Large,,,,,,
Delaware,Sussex,4328,7.9,-0.36,17,12,22,-0.24,86,19,29,38,13,10,9,11,39,33,45,13549,7,32050,13,41,263509,Large,,,,,,
Delaware,Kent,3195,7.8,-0.27,16,11,21,-0.35,55,12,27,17,9,11,10,13,39,33,45,10546,6,25060,14,31,189789,Large,,,,,,
Delaware,New Castle,8261,8.2,-0.61,15,12,17,-0.55,27,6,22,22,5,12,10,13,38,32,44,32430,6,68260,12,46,578592,Large,,,,,,
District of Columbia,District of Columbia,9950,8.9,-1.21,21,17,25,0.21,,12,33,15,1,9,8,10,25,20,31,9664,2,74070,11,67,678972,Large,,,,,,
Florida,Okeechobee,949,5.2,1.94,24,16,33,0.66,,,57,33,22,13,11,14,40,34,47,10915,27,6310,16,58,41427,Small,,,,,,
Florida,Glades,239,5.4,1.77,23,14,32,0.53,18,,14,27,40,14,12,16,40,32,47,3082,24,2020,17,54,12786,Small,,,,,,
Florida,Washington,609,5.5,1.69,25,16,34,0.7,32,,9,3,31,12,10,13,41,35,47,5407,22,4290,17,27,25602,Small,,,,,,
Florida,Calhoun,326,5.6,1.6,27,17,37,0.95,,,38,92,22,12,10,14,44,37,50,2995,20,2350,17,60,13470,Small,,,,,,
Florida,Union,553,6.3,1.01,21,13,28,0.18,,,33,4,27,12,11,14,43,36,50,3029,19,2220,14,15,15532,Small,,,,,,
Florida,Holmes,537,6.2,1.09,27,17,38,1.02,,,88,,16,11,10,13,36,31,42,3716,19,3030,16,60,19944,Small,,,,,,
Florida,Flagler,2095,7,0.41,15,9,20,-0.55,,38,13,20,13,10,9,11,33,28,38,17135,18,14250,12,31,131439,Large,,,,,,
Florida,Highlands,2386,6.2,1.09,27,20,35,1.04,7,,26,31,13,12,10,13,36,31,41,17493,18,15990,16,46,107614,Large,,,,,,
Florida,Baker,549,6.9,0.49,19,12,27,0.03,,,,,,11,9,12,38,32,44,4630,17,3550,13,24,28368,Small,,,,,,
Florida,Citrus,4217,6.4,0.92,21,15,28,0.28,,,24,19,23,10,8,11,35,29,40,22123,16,24340,16,49,166696,Large,,,,,,
Florida,St. Lucie,5566,7.2,0.24,12,7,17,-0.84,12,7,27,17,11,12,10,13,35,29,41,42274,15,41100,12,41,373586,Large,,,,,,
Florida,Osceola,4904,7,0.41,14,10,19,-0.6,,11,21,19,8,13,11,14,31,26,37,39985,15,53750,14,41,437784,Large,,,,,,
Florida,Taylor,537,6.9,0.49,25,16,35,0.78,,,21,25,25,12,11,14,43,37,49,3329,15,3020,14,57,21582,Small,,,,,,
Florida,Charlotte,3679,7,0.41,14,8,19,-0.68,,,19,30,9,10,8,11,34,30,39,22084,14,26170,14,52,206134,Large,,,,,,
Florida,Polk,13056,7.1,0.32,18,14,22,-0.11,56,17,34,24,14,13,11,15,42,36,47,80929,13,101170,14,39,818330,Large,,,,,,
Florida,Indian River,2830,7.3,0.15,17,12,22,-0.22,,5,46,19,11,10,9,11,33,27,39,18467,13,20640,13,55,169795,Large,,,,,,
Florida,Hardee,491,5.8,1.43,24,15,32,0.55,,68,88,40,15,14,13,16,40,33,47,3611,13,4990,20,47,25760,Small,,,,,,
Florida,Hernando,4327,7.1,0.32,16,10,21,-0.41,,4,20,17,14,11,10,12,33,28,39,21319,12,27840,14,41,212807,Large,,,,,,
Florida,Escambia,6645,7.2,0.24,21,15,27,0.24,6,5,37,21,15,11,10,12,33,28,38,36630,12,44240,14,40,326928,Large,,,,,,
Florida,Nassau,1597,7.7,-0.19,13,10,16,-0.73,,,6,7,14,9,8,10,33,28,37,8891,12,10790,12,33,101501,Large,,,,,,
Florida,Pasco,10763,7.3,0.15,12,9,16,-0.83,9,8,20,17,14,10,9,11,35,30,40,56097,12,75630,13,39,632996,Large,,,,,,
Florida,Brevard,11522,7.6,-0.1,15,11,19,-0.5,32,3,19,20,11,10,8,11,33,28,38,65514,12,73940,12,49,643979,Large,,,,,,
Florida,Lee,11410,7.5,-0.02,17,14,21,-0.21,47,8,31,23,9,10,9,11,31,26,36,74222,12,98410,13,62,834573,Large,,,,,,
Florida,Marion,8403,7.2,0.24,25,20,29,0.69,,20,31,30,17,11,10,13,39,34,45,39345,12,52320,14,53,409959,Large,,,,,,
Florida,Lake,6613,7.6,-0.1,13,9,17,-0.76,,21,18,14,10,11,10,13,35,30,40,35183,12,46600,12,41,424462,Large,,,,,,
